"product_type","category"
"Hair Barrettes, Pins & Clips","Clothing, Shoes & Accessories"
"Bandanas","Clothing, Shoes & Accessories"
"Parasols","Clothing, Shoes & Accessories"
"Workwear Uniform Hats","Clothing, Shoes & Accessories"
"Wristbands","Clothing, Shoes & Accessories"
"Outerwear Jackets","Clothing, Shoes & Accessories"
"Boas & Leis","Clothing, Shoes & Accessories"
"Shoelaces","Clothing, Shoes & Accessories"
"Hand Fans","Clothing, Shoes & Accessories"
"Credit Card Holders","Clothing, Shoes & Accessories"
"Sleepwear Robes & Bathrobes","Clothing, Shoes & Accessories"
"Underpants","Clothing, Shoes & Accessories"
"Fancy-Dress Costumes","Clothing, Shoes & Accessories"
"Shoe Repair Glue","Clothing, Shoes & Accessories"
"Coin Purses","Clothing, Shoes & Accessories"
"Neckties","Clothing, Shoes & Accessories"
"Shoe Odor Control","Clothing, Shoes & Accessories"
"Nightgowns & Sleepshirts","Clothing, Shoes & Accessories"
"Fanny Packs","Clothing, Shoes & Accessories"
"Fashion Headbands","Clothing, Shoes & Accessories"
"Lingerie Sets","Clothing, Shoes & Accessories"
"Casual & Dress Shoes","Clothing, Shoes & Accessories"
"Suspenders","Clothing, Shoes & Accessories"
"Shoe Polish","Clothing, Shoes & Accessories"
"Sweatpants","Clothing, Shoes & Accessories"
"Skirts","Clothing, Shoes & Accessories"
"Teddies & Bodystockings","Clothing, Shoes & Accessories"
"Boots - Cowboy Boots","Clothing, Shoes & Accessories"
"Rain Suits","Clothing, Shoes & Accessories"
"Key Cases","Clothing, Shoes & Accessories"
"Scarves","Clothing, Shoes & Accessories"
"Money Clips","Clothing, Shoes & Accessories"
"Maternity Support Belts","Clothing, Shoes & Accessories"
"Handkerchiefs","Clothing, Shoes & Accessories"
"Button-Up Shirts","Clothing, Shoes & Accessories"
"Suit Jackets, Blazers & Sport Coats","Clothing, Shoes & Accessories"
"Jumpsuits","Clothing, Shoes & Accessories"
"Bikini & Tankini Tops","Clothing, Shoes & Accessories"
"Sweaters","Clothing, Shoes & Accessories"
"Unitards & Leotards","Clothing, Shoes & Accessories"
"Ear Warmers","Clothing, Shoes & Accessories"
"Traditional Cheongsams","Clothing, Shoes & Accessories"
"Rain Ponchos","Clothing, Shoes & Accessories"
"Leggings","Clothing, Shoes & Accessories"
"Rompers","Clothing, Shoes & Accessories"
"Fashion Jackets","Clothing, Shoes & Accessories"
"Nipple Covers","Clothing, Shoes & Accessories"
"Workwear Uniform Outfit Sets","Clothing, Shoes & Accessories"
"Boots - Rain Boots","Clothing, Shoes & Accessories"
"Traditional Lederhosens","Clothing, Shoes & Accessories"
"Workwear Uniform Vests","Clothing, Shoes & Accessories"
"Hat, Scarf & Glove Sets","Clothing, Shoes & Accessories"
"Shapewear Panties","Clothing, Shoes & Accessories"
"Bib Snow Pants","Clothing, Shoes & Accessories"
"Workwear Uniform Tops","Clothing, Shoes & Accessories"
"Slips","Clothing, Shoes & Accessories"
"Leg Warmers","Clothing, Shoes & Accessories"
"Handbag Hook Hangers","Clothing, Shoes & Accessories"
"Garter Belts","Clothing, Shoes & Accessories"
"Flight Suits","Clothing, Shoes & Accessories"
"Pajamas","Clothing, Shoes & Accessories"
"Safety Shoes & Boots","Clothing, Shoes & Accessories"
"Shoe Insoles & Inserts","Clothing, Shoes & Accessories"
"Rain Coats","Clothing, Shoes & Accessories"
"Boots - Ankle Boots","Clothing, Shoes & Accessories"
"Shoe Dryers","Clothing, Shoes & Accessories"
"Dress Shirts","Clothing, Shoes & Accessories"
"Leather & Suede Care","Clothing, Shoes & Accessories"
"Hair Accessory Sets","Clothing, Shoes & Accessories"
"Belt Buckles","Clothing, Shoes & Accessories"
"One-Piece Swimsuits","Clothing, Shoes & Accessories"
"Shoe Horns & Boot Jacks","Clothing, Shoes & Accessories"
"Swimsuit Sets","Clothing, Shoes & Accessories"
"Military Uniforms","Clothing, Shoes & Accessories"
"Jeans","Clothing, Shoes & Accessories"
"Sports Bras","Clothing, Shoes & Accessories"
"Costume Masks","Clothing, Shoes & Accessories"
"Hairnets","Clothing, Shoes & Accessories"
"Long Underwear","Clothing, Shoes & Accessories"
"Bolo Ties","Clothing, Shoes & Accessories"
"Checkbook Covers","Clothing, Shoes & Accessories"
"Shoe Trees & Boot Shapers","Clothing, Shoes & Accessories"
"Snowsuits","Clothing, Shoes & Accessories"
"Garters","Clothing, Shoes & Accessories"
"Capris","Clothing, Shoes & Accessories"
"Baby Sleepsacks","Clothing, Shoes & Accessories"
"Capes & Cloaks","Clothing, Shoes & Accessories"
"Wigs & Toupees","Clothing, Shoes & Accessories"
"Shoe Decoration Charms","Clothing, Shoes & Accessories"
"Lingerie Camisoles","Clothing, Shoes & Accessories"
"Shoe Brushes","Clothing, Shoes & Accessories"
"Purse Handles","Clothing, Shoes & Accessories"
"Swimwear Cover-Ups","Clothing, Shoes & Accessories"
"Sunglasses Replacement Lenses","Clothing, Shoes & Accessories"
"Other Underwear & Lingerie Accessories","Clothing, Shoes & Accessories"
"Eyeglass Chains & Cords","Clothing, Shoes & Accessories"
"Swimwear Bottoms","Clothing, Shoes & Accessories"
"Leather & Suede Dye","Clothing, Shoes & Accessories"
"Costume Accessories","Clothing, Shoes & Accessories"
"Thigh Shapers","Clothing, Shoes & Accessories"
"Handbag Organizers & Inserts","Clothing, Shoes & Accessories"
"Costume Facial Hair","Clothing, Shoes & Accessories"
"Costume Wigs","Clothing, Shoes & Accessories"
"Traditional Kurtas","Clothing, Shoes & Accessories"
"Athletic Rash Guards","Clothing, Shoes & Accessories"
"Costume Wings","Clothing, Shoes & Accessories"
"Catsuits","Clothing, Shoes & Accessories"
"Costume Glasses","Clothing, Shoes & Accessories"
"Academic & Judicial Robes","Clothing, Shoes & Accessories"
"Overalls","Clothing, Shoes & Accessories"
"Outerwear Coats, Jackets & Vests","Clothing, Shoes & Accessories"
"Traditional Kimonos","Clothing, Shoes & Accessories"
"Shrugs & Boleros","Clothing, Shoes & Accessories"
"Costume Capes & Cloaks","Clothing, Shoes & Accessories"
"Religious Vestments","Clothing, Shoes & Accessories"
"Arm Warmers","Clothing, Shoes & Accessories"
"Traditional Cholis","Clothing, Shoes & Accessories"
"Undershirts","Clothing, Shoes & Accessories"
"Snow Jackets","Clothing, Shoes & Accessories"
"Shoe Bags","Clothing, Shoes & Accessories"
"Bag Charms","Clothing, Shoes & Accessories"
"Scarves, Shawls & Wraps","Clothing, Shoes & Accessories"
"Shoe Care Kits","Clothing, Shoes & Accessories"
"Gaiters","Clothing, Shoes & Accessories"
"Fascinators","Clothing, Shoes & Accessories"
"Digital Microscopes","Cameras, Photography & Optics"
"Camera Lenses","Cameras, Photography & Optics"
"Vehicle Backup Cameras","Cameras, Photography & Optics"
"Photography Lighting Stands & Booms","Cameras, Photography & Optics"
"Standard Optical Microscopes","Cameras, Photography & Optics"
"Camera Flash Diffusers","Cameras, Photography & Optics"
"Photo Studio Backgrounds","Cameras, Photography & Optics"
"Other Microscope Accessories","Cameras, Photography & Optics"
"Photo Studio Posing Props","Cameras, Photography & Optics"
"Surveillance Cameras","Cameras, Photography & Optics"
"Tripod Heads","Cameras, Photography & Optics"
"Microscope Prepared Slides","Cameras, Photography & Optics"
"Telescopes","Cameras, Photography & Optics"
"Binoculars","Cameras, Photography & Optics"
"Magnifying Glasses","Cameras, Photography & Optics"
"Tripods","Cameras, Photography & Optics"
"Digital Cameras","Cameras, Photography & Optics"
"Camera Bags & Cases","Cameras, Photography & Optics"
"Selfie Sticks","Cameras, Photography & Optics"
"Underwater Cameras","Cameras, Photography & Optics"
"Camera & Camcorder Mounts","Cameras, Photography & Optics"
"Transparency Lightboxes & Light Tables","Cameras, Photography & Optics"
"Tripod Cases","Cameras, Photography & Optics"
"Video Switchers","Cameras, Photography & Optics"
"Instant Cameras","Cameras, Photography & Optics"
"Lens Mount Adapters","Cameras, Photography & Optics"
"Camera Flashes","Cameras, Photography & Optics"
"Photography Lighting Reflectors","Cameras, Photography & Optics"
"Lens Filters","Cameras, Photography & Optics"
"Electron Microscopes","Cameras, Photography & Optics"
"Photography Lighting Barn Doors","Cameras, Photography & Optics"
"Other Camera Accessories","Cameras, Photography & Optics"
"Video Monitors","Cameras, Photography & Optics"
"Photo Albums","Cameras, Photography & Optics"
"Surveillance Camera Housings","Cameras, Photography & Optics"
"Other Optics Accessories","Cameras, Photography & Optics"
"Dummy Cameras","Cameras, Photography & Optics"
"Riflescopes & Sights","Cameras, Photography & Optics"
"Microscope Eyepiece Cameras","Cameras, Photography & Optics"
"Photography Softboxes","Cameras, Photography & Optics"
"Lens Caps","Cameras, Photography & Optics"
"Surveillance Video Recorders & Players","Cameras, Photography & Optics"
"Video Cameras","Cameras, Photography & Optics"
"Camera Stabilizers","Cameras, Photography & Optics"
"Microscope Blank Slides","Cameras, Photography & Optics"
"Monoculars","Cameras, Photography & Optics"
"Photography Lighting Umbrellas","Cameras, Photography & Optics"
"Loupes","Cameras, Photography & Optics"
"Rangefinders","Cameras, Photography & Optics"
"Microscope Slide Cover Slips","Cameras, Photography & Optics"
"Digital Photo Frames","Cameras, Photography & Optics"
"Microscope Slide Holders","Cameras, Photography & Optics"
"Camera Accessory Bundles","Cameras, Photography & Optics"
"Photography Lighting Mounting Hardware","Cameras, Photography & Optics"
"Camera Straps","Cameras, Photography & Optics"
"Camera Remote Controls","Cameras, Photography & Optics"
"Video Camera Parts","Cameras, Photography & Optics"
"Opera Glasses","Cameras, Photography & Optics"
"Binoculars Cases","Cameras, Photography & Optics"
"Telescope Eyepieces","Cameras, Photography & Optics"
"Lens Hoods","Cameras, Photography & Optics"
"Photography Light Tents","Cameras, Photography & Optics"
"Archival Photo & Negative Sleeves","Cameras, Photography & Optics"
"Photo Album Refills","Cameras, Photography & Optics"
"Riflescope Mounts, Rings & Bases","Cameras, Photography & Optics"
"Lens Extension Tubes","Cameras, Photography & Optics"
"Camera Film","Cameras, Photography & Optics"
"Telescope Mounts","Cameras, Photography & Optics"
"Chain & Rope Fittings","Business & Industrial"
"Transducers","Business & Industrial"
"Protective Eyewear","Business & Industrial"
"Safety Barriers","Business & Industrial"
"Workwear Safety Gloves","Business & Industrial"
"Commercial Refrigerators","Business & Industrial"
"Study Carrels","Business & Industrial"
"Display Cases","Business & Industrial"
"Gas Cutting Torches","Business & Industrial"
"Other Hydraulics & Pneumatics","Business & Industrial"
"Micrometers","Business & Industrial"
"Science Models & Kits","Business & Industrial"
"Lab Distillation Apparatus","Business & Industrial"
"Pulley Blocks","Business & Industrial"
"Safety & Caution Tape","Business & Industrial"
"Metals","Business & Industrial"
"Recycling Bins","Business & Industrial"
"Plastics Raw Materials","Business & Industrial"
"Shopping Carts","Business & Industrial"
"Stanchions","Business & Industrial"
"Lockout & Tagout Devices","Business & Industrial"
"Abrasives","Business & Industrial"
"Warning Lights & Beacons","Business & Industrial"
"Temperature Indicators","Business & Industrial"
"Lab Analytical Balances","Business & Industrial"
"Chart Recorder Paper","Business & Industrial"
"Pullers","Business & Industrial"
"Pepper Spray","Business & Industrial"
"Oscilloscopes","Business & Industrial"
"Dimensional Measurement Gauges","Business & Industrial"
"Replacement Hydraulic Cylinders","Business & Industrial"
"Fire Blankets","Business & Industrial"
"Wheel Chocks & Stops","Business & Industrial"
"Hardness Testers","Business & Industrial"
"Dust & Pollen Masks","Business & Industrial"
"Material Handling Equipment Wheels","Business & Industrial"
"Other Electronic Components","Business & Industrial"
"Viscometers","Business & Industrial"
"Lab Vacuum Chambers","Business & Industrial"
"Protective Sleeves","Business & Industrial"
"Foam Board","Business & Industrial"
"Safety Harnesses","Business & Industrial"
"Test Probes & Leads","Business & Industrial"
"Other Lab Equipment","Business & Industrial"
"Drum & Pail Lids","Business & Industrial"
"Electronic Component Sensors","Business & Industrial"
"Protective Ear Muffs","Business & Industrial"
"Shims & Shim Stock Raw Materials","Business & Industrial"
"Janitor-Housekeeping Carts","Business & Industrial"
"Motor Drives","Business & Industrial"
"Take-Out Containers","Business & Industrial"
"Desiccants","Business & Industrial"
"Safety Vests","Business & Industrial"
"Protective Hardhats & Helmets","Business & Industrial"
"Safety Floor Markers","Business & Industrial"
"Anatomy Models","Business & Industrial"
"Reagent Bottles","Business & Industrial"
"Safety Cones & Triangles","Business & Industrial"
"Back Support Belts","Business & Industrial"
"Dispensing Bottles","Business & Industrial"
"Lab Face Masks & Shields","Business & Industrial"
"Conveyor Belting","Business & Industrial"
"Lab Glassware","Business & Industrial"
"Respirators","Business & Industrial"
"Loading Dock Bumpers","Business & Industrial"
"Workwear Knee Pads","Business & Industrial"
"Lab Specimen Collection Containers","Business & Industrial"
"Lab Syringes","Business & Industrial"
"Warning Alarms & Sirens","Business & Industrial"
"Other Labware","Business & Industrial"
"Lab Sharps Containers","Business & Industrial"
"Protective Boot & Shoe Covers","Business & Industrial"
"Multimeters","Business & Industrial"
"Thermohygrometers","Business & Industrial"
"Thermal Imaging Cameras","Business & Industrial"
"Drum Pumps","Business & Industrial"
"Calibration Weights","Business & Industrial"
"Solenoids","Business & Industrial"
"Data Loggers","Business & Industrial"
"Other Material Handling Products","Business & Industrial"
"Sorbents","Business & Industrial"
"Bunsen Burners","Business & Industrial"
"Sandbags & Flood Guards","Business & Industrial"
"Glass Raw Materials","Business & Industrial"
"Retail Display Cases","Business & Industrial"
"Other Indoor & Outdoor Safety","Business & Industrial"
"Motion Actuated Switches","Business & Industrial"
"Other Test & Measurement Equipment","Business & Industrial"
"Beakers","Business & Industrial"
"Motor Starters","Business & Industrial"
"Printed Circuit Boards","Business & Industrial"
"Vacuum Pumps","Business & Industrial"
"Lab Evaporators","Business & Industrial"
"Eye Wash Units","Business & Industrial"
"Other Occupational Health","Business & Industrial"
"Lab Supply Dispensers","Business & Industrial"
"Sanitary Products Receptacles","Business & Industrial"
"Medical Reflex Hammers","Business & Industrial"
"Borescopes","Business & Industrial"
"Textile Raw Materials","Business & Industrial"
"Toilet Seat Covers","Business & Industrial"
"Pipettor Accessories","Business & Industrial"
"Drum & Pail Openers & Closers","Business & Industrial"
"Lab Shakers","Business & Industrial"
"Micrometer Heads","Business & Industrial"
"Magnetic Stirrers","Business & Industrial"
"Lab Dissecting Equipment & Kits","Business & Industrial"
"Drum & Pail Mixers","Business & Industrial"
"Mannequins","Business & Industrial"
"Chemistry Experiment Kits","Business & Industrial"
"Carports","Business & Industrial"
"pH Test Strips","Business & Industrial"
"Frequency Counters & Pulse Generators","Business & Industrial"
"Other Scientific Instruments","Business & Industrial"
"Bench Top Power Supplies","Business & Industrial"
"Lab Scalpel Blades","Business & Industrial"
"Speed Reducers","Business & Industrial"
"Optoelectronic Displays","Business & Industrial"
"Fire Hoods","Business & Industrial"
"Fire Hoses","Business & Industrial"
"Current Testers","Business & Industrial"
"Drum & Pail Heaters","Business & Industrial"
"Forklift Booms","Business & Industrial"
"Chemical Standards","Business & Industrial"
"Lab Spill Control & Response Supplies","Business & Industrial"
"Inspection Mirrors","Business & Industrial"
"Wind Turbine Systems","Business & Industrial"
"Hydrometers","Business & Industrial"
"Gas Monitors","Business & Industrial"
"Compressed Air Filters","Business & Industrial"
"Lab Baths","Business & Industrial"
"Lab Centrifuges","Business & Industrial"
"Educational Orbiters","Business & Industrial"
"Pipettes","Business & Industrial"
"Lab Heating Mantles","Business & Industrial"
"Vending Machines","Business & Industrial"
"Wash Bottles","Business & Industrial"
"Test Tube Racks","Business & Industrial"
"Flow Switches","Business & Industrial"
"Labware Closures","Business & Industrial"
"Lab Spoons, Spatulas & Scoops","Business & Industrial"
"Slatwall Shelves","Business & Industrial"
"Gage Blocks","Business & Industrial"
"Anemometers","Business & Industrial"
"Medical Pinwheels","Business & Industrial"
"Fall-Arrest Kits","Business & Industrial"
"Lab Incubators","Business & Industrial"
"Loading Dock Plates","Business & Industrial"
"Water Coolant Systems","Business & Industrial"
"Optoelectronic Lamps","Business & Industrial"
"Bioreagents","Business & Industrial"
"Lab Syringe Needles","Business & Industrial"
"Gage Block Accessories","Business & Industrial"
"Lab Scalpels","Business & Industrial"
"Circuit Tracers & Analyzers","Business & Industrial"
"Lab Chromatography Paper","Business & Industrial"
"Rosin Presses","Business & Industrial"
"Lab Heat Blocks","Business & Industrial"
"Attenuators","Business & Industrial"
"Hygrometers","Business & Industrial"
"Deck Ovens","Business & Industrial"
"Barometers","Business & Industrial"
"Rubber Raw Materials","Business & Industrial"
"Fume Extractor Arms","Business & Industrial"
"Printed Circuit Assemblies","Business & Industrial"
"Commercial Vacuums","Business & Industrial"
"Motor Contactors","Business & Industrial"
"Necklace Bust","Business & Industrial"
"Sand","Business & Industrial"
"Manometers","Business & Industrial"
"Fiber Optic Connectors","Business & Industrial"
"Lab Test Sieves","Business & Industrial"
